OrderID,Date,Product,Category,Region,Sales,Profit
49,2024-06-09,Laptop,Technology,North,4941,554.34
50,2024-09-28,Laptop,Technology,South,4405,883.51
51,2024-04-05,Laptop,Technology,North,4660,540.66
52,2024-10-18,Phone,Technology,South,2426,438.51
53,2024-10-25,Laptop,Technology,East,1171,215.28
54,2024-06-09,Monitor,Technology,South,2173,508.36
55,2024-11-26,Monitor,Technology,East,3742,472.15
56,2024-02-07,Headphones,Technology,North,3090,883.13
57,2024-04-19,Headphones,Technology,East,1319,151.23
58,2024-05-05,Tablet,Technology,East,3359,927.66
59,2024-10-05,Monitor,Technology,East,1792,336.25
60,2024-02-23,Laptop,Technology,South,2952,845.31
61,2024-10-10,Monitor,Technology,South,1445,401.63
62,2024-06-24,Monitor,Technology,South,2808,620.47
63,2024-01-27,Monitor,Technology,North,4640,917.36
64,2024-06-19,Mouse,Office Supplies,South,2766,300.99
65,2024-10-09,Monitor,Technology,West,1823,452.55
66,2024-12-19,Laptop,Technology,South,1416,162.91
67,2024-03-16,Laptop,Technology,West,3524,762.95
68,2024-01-21,Tablet,Technology,East,842,136.11
69,2024-06-30,Printer,Office Supplies,West,2544,593.74
70,2024-03-31,Tablet,Technology,West,2439,665.65
71,2024-06-19,Laptop,Technology,West,1969,486.96
72,2024-12-25,Printer,Office Supplies,North,2685,353.99
73,2024-04-23,Mouse,Office Supplies,South,817,221.99
74,2024-04-26,Headphones,Technology,South,3364,541.73
75,2024-05-22,Laptop,Technology,North,2082,374.12
76,2024-07-23,Monitor,Technology,East,3376,770.73
77,2024-05-13,Laptop,Technology,South,1444,397.69
78,2024-08-10,Monitor,Technology,East,813,98.93
79,2024-09-18,Keyboard,Office Supplies,North,4074,901.34
80,2024-12-28,Mouse,Office Supplies,West,2057,310.49
81,2024-10-02,Laptop,Technology,South,4759,1356.86
82,2024-12-06,Keyboard,Office Supplies,East,4033,459.74
83,2024-06-02,Keyboard,Office Supplies,East,1520,370.81
84,2024-05-31,Mouse,Office Supplies,South,3172,572.48
85,2024-07-13,Printer,Office Supplies,South,3944,918.9
86,2024-01-01,Monitor,Technology,East,3826,801.88
87,2024-10-23,Monitor,Technology,East,2221,413.06
88,2024-04-19,Headphones,Technology,West,4119,776.15
89,2024-12-05,Tablet,Technology,East,1194,187.17
90,2024-04-25,Phone,Technology,South,2424,568.57
91,2024-08-31,Tablet,Technology,North,700,76.47
92,2024-10-21,Headphones,Technology,South,3895,1079.8
93,2024-03-16,Mouse,Office Supplies,North,4549,818.5
94,2024-12-22,Phone,Technology,West,3982,572.49
95,2024-03-03,Laptop,Technology,West,2541,720.36
96,2024-10-13,Tablet,Technology,East,4306,1005.52
97,2024-10-07,Headphones,Technology,West,4635,859.09
98,2024-05-06,Tablet,Technology,East,4388,833.78
99,2024-02-09,Headphones,Technology,East,2459,380.95
100,2024-10-03,Printer,Office Supplies,North,2725,455.54
101,2024-12-21,Tablet,Technology,South,1735,253.75
102,2024-06-18,Printer,Office Supplies,West,1026,187.73
103,2024-08-03,Mouse,Office Supplies,West,1010,142.78
104,2024-06-29,Laptop,Technology,East,3616,706.55
105,2024-10-06,Mouse,Office Supplies,South,3932,816.46
106,2024-09-05,Headphones,Technology,North,2297,355.09
107,2024-07-26,Mouse,Office Supplies,South,3253,760.47
108,2024-09-30,Headphones,Technology,North,1545,457.54
109,2024-08-07,Mouse,Office Supplies,South,722,84.32
110,2024-07-13,Headphones,Technology,East,1988,218.79
111,2024-07-13,Printer,Office Supplies,East,4224,698.52
112,2024-08-28,Mouse,Office Supplies,North,2566,685.08
113,2024-02-05,Laptop,Technology,North,3366,487.55
114,2024-01-11,Laptop,Technology,South,2525,353.18
115,2024-02-28,Printer,Office Supplies,South,1534,298.69
116,2024-03-26,Headphones,Technology,North,2599,658.53
117,2024-01-14,Tablet,Technology,East,3048,370.7
118,2024-04-11,Mouse,Office Supplies,North,3749,1080.81
119,2024-06-03,Printer,Office Supplies,North,1334,319.41
120,2024-12-04,Laptop,Technology,East,3344,690.7
121,2024-01-07,Phone,Technology,West,4644,1065.84
122,2024-07-04,Headphones,Technology,West,1364,254.67
123,2024-09-24,Tablet,Technology,East,4067,549.97
124,2024-10-30,Headphones,Technology,East,4308,806.09
125,2024-02-14,Keyboard,Office Supplies,East,2511,668.29
126,2024-10-18,Headphones,Technology,West,2497,624.49
127,2024-06-15,Keyboard,Office Supplies,South,735,146.16
128,2024-05-12,Headphones,Technology,East,2237,382.45
129,2024-09-21,Monitor,Technology,South,2763,583.43
130,2024-09-07,Phone,Technology,South,2477,604.42
131,2024-01-09,Headphones,Technology,North,4520,857.15
132,2024-05-04,Monitor,Technology,East,2315,418.74
133,2024-06-25,Keyboard,Office Supplies,West,4376,922.0
134,2024-05-18,Keyboard,Office Supplies,East,3382,813.61
135,2024-04-08,Monitor,Technology,East,2388,296.43
136,2024-12-19,Phone,Technology,South,4889,1418.67
137,2024-05-21,Printer,Office Supplies,East,2272,562.82
138,2024-07-03,Phone,Technology,South,2090,332.83
139,2024-03-05,Monitor,Technology,East,615,148.59
140,2024-12-23,Laptop,Technology,South,946,199.3
141,2024-10-20,Headphones,Technology,East,1340,367.89
142,2024-04-04,Headphones,Technology,North,4421,831.56
143,2024-02-03,Monitor,Technology,West,4413,541.99
144,2024-12-17,Headphones,Technology,North,1106,238.24
145,2024-06-04,Tablet,Technology,North,1722,451.56
146,2024-08-01,Printer,Office Supplies,South,1470,311.07
147,2024-06-01,Mouse,Office Supplies,West,4190,1180.33
148,2024-02-20,Monitor,Technology,South,993,220.37
149,2024-03-21,Printer,Office Supplies,South,2667,618.97
150,2024-07-28,Tablet,Technology,West,1114,146.28
151,2024-05-27,Headphones,Technology,East,2885,307.33
152,2024-05-15,Headphones,Technology,South,1083,257.19
153,2024-11-27,Mouse,Office Supplies,South,1440,300.83
154,2024-03-25,Monitor,Technology,East,1665,190.28
155,2024-12-18,Monitor,Technology,East,4097,511.6
156,2024-09-09,Mouse,Office Supplies,West,2730,546.26
157,2024-06-14,Phone,Technology,East,826,229.53
158,2024-12-11,Laptop,Technology,North,1248,181.94
159,2024-03-30,Monitor,Technology,West,829,209.42
160,2024-10-26,Headphones,Technology,West,2778,378.64
161,2024-07-28,Headphones,Technology,East,1247,241.92
162,2024-06-17,Keyboard,Office Supplies,West,1356,368.22
163,2024-07-24,Headphones,Technology,North,2861,665.23
164,2024-06-14,Headphones,Technology,North,1221,198.91
165,2024-01-01,Mouse,Office Supplies,West,4715,1249.41
166,2024-07-04,Mouse,Office Supplies,West,944,129.82
167,2024-10-08,Headphones,Technology,South,922,129.74
168,2024-09-05,Monitor,Technology,North,4089,1129.26
169,2024-06-08,Laptop,Technology,North,2460,595.21
170,2024-02-28,Mouse,Office Supplies,West,1263,183.06
171,2024-05-29,Phone,Technology,East,1761,351.63
172,2024-05-04,Mouse,Office Supplies,West,4452,1318.01
173,2024-11-02,Tablet,Technology,South,3642,503.04
174,2024-07-31,Phone,Technology,East,2763,703.28
175,2024-06-01,Monitor,Technology,West,521,81.57
176,2024-06-25,Tablet,Technology,East,4158,863.68
177,2024-04-06,Mouse,Office Supplies,South,4230,1212.19
178,2024-07-29,Mouse,Office Supplies,North,2413,654.41
179,2024-07-14,Keyboard,Office Supplies,West,4374,1054.33
180,2024-03-05,Tablet,Technology,East,4557,1335.04
181,2024-08-21,Phone,Technology,North,4106,492.48
182,2024-03-20,Tablet,Technology,North,3858,1057.81
183,2024-12-20,Headphones,Technology,West,2671,447.96
184,2024-09-30,Phone,Technology,West,3191,863.06
185,2024-01-19,Keyboard,Office Supplies,North,4497,1234.32
186,2024-02-16,Printer,Office Supplies,West,2854,854.73
187,2024-12-21,Phone,Technology,East,1323,249.7
188,2024-01-29,Laptop,Technology,East,876,144.43
189,2024-05-05,Keyboard,Office Supplies,West,3570,664.51
190,2024-11-08,Tablet,Technology,West,1892,255.45
191,2024-03-14,Printer,Office Supplies,South,4576,1293.02
192,2024-12-07,Headphones,Technology,North,2580,495.14
193,2024-03-21,Headphones,Technology,North,2856,672.65
194,2024-06-02,Headphones,Technology,West,3330,990.78
195,2024-04-11,Monitor,Technology,West,4242,1141.36
196,2024-10-19,Headphones,Technology,East,1373,202.44
197,2024-12-03,Monitor,Technology,West,2918,304.6
198,2024-12-17,Monitor,Technology,North,566,120.66
199,2024-04-27,Headphones,Technology,East,2844,725.64
200,2024-12-13,Printer,Office Supplies,South,2057,461.13
201,2024-08-13,Phone,Technology,North,822,132.99
202,2024-05-31,Keyboard,Office Supplies,East,1576,186.01
203,2024-10-03,Mouse,Office Supplies,East,1938,271.63
204,2024-09-03,Monitor,Technology,East,1847,279.62
205,2024-02-08,Keyboard,Office Supplies,South,1443,279.46
206,2024-10-12,Printer,Office Supplies,East,3755,1101.92
207,2024-10-01,Phone,Technology,North,3732,383.59
208,2024-12-10,Headphones,Technology,East,3519,825.44
209,2024-04-29,Mouse,Office Supplies,West,3543,431.07
210,2024-04-23,Laptop,Technology,North,3187,902.08
211,2024-02-29,Headphones,Technology,South,2975,683.8
212,2024-09-09,Laptop,Technology,North,804,129.34
213,2024-03-10,Phone,Technology,West,2423,672.27
214,2024-12-22,Headphones,Technology,West,3539,828.47
215,2024-09-07,Tablet,Technology,West,3898,900.38
216,2024-04-21,Monitor,Technology,West,768,182.83
217,2024-02-20,Headphones,Technology,East,2434,659.83
218,2024-04-07,Keyboard,Office Supplies,North,996,178.91
219,2024-11-24,Headphones,Technology,North,1250,290.69
220,2024-03-05,Laptop,Technology,South,3232,480.64
221,2024-04-29,Phone,Technology,East,2197,477.36
222,2024-03-15,Tablet,Technology,South,523,81.3
223,2024-01-14,Monitor,Technology,South,1929,235.31
224,2024-05-01,Laptop,Technology,East,3434,885.96
225,2024-03-05,Laptop,Technology,West,1927,294.97
226,2024-07-04,Phone,Technology,North,1020,199.15
227,2024-11-10,Headphones,Technology,North,4627,667.72
228,2024-01-16,Monitor,Technology,North,4252,972.3
229,2024-02-25,Headphones,Technology,West,3790,702.12
230,2024-06-13,Headphones,Technology,South,1102,308.4
231,2024-11-20,Phone,Technology,East,1533,237.62
232,2024-09-15,Mouse,Office Supplies,West,4846,770.41
233,2024-11-29,Phone,Technology,South,1437,388.79
234,2024-07-30,Mouse,Office Supplies,East,4199,1165.72
235,2024-02-18,Headphones,Technology,East,3766,689.92
236,2024-07-10,Mouse,Office Supplies,South,3060,713.05
237,2024-02-13,Headphones,Technology,North,1049,124.04
238,2024-07-09,Mouse,Office Supplies,South,1291,321.35
239,2024-07-29,Laptop,Technology,East,3200,748.81
240,2024-11-03,Mouse,Office Supplies,East,921,270.48
241,2024-04-18,Keyboard,Office Supplies,South,1348,290.61
242,2024-06-28,Headphones,Technology,East,2337,629.72
243,2024-08-07,Phone,Technology,North,2782,597.63
244,2024-12-25,Monitor,Technology,East,737,100.29
245,2024-03-14,Keyboard,Office Supplies,West,3375,341.62
246,2024-01-16,Phone,Technology,North,1662,412.5
247,2024-06-23,Printer,Office Supplies,South,3581,658.78
248,2024-10-17,Keyboard,Office Supplies,North,3052,745.66
249,2024-11-12,Laptop,Technology,North,1774,233.25
250,2024-08-05,Phone,Technology,West,2729,514.75
251,2024-09-19,Headphones,Technology,North,3892,601.83
252,2024-12-13,Keyboard,Office Supplies,West,4021,491.28
253,2024-11-02,Monitor,Technology,North,872,125.66
254,2024-04-18,Laptop,Technology,South,2174,348.46
255,2024-01-04,Monitor,Technology,West,2871,475.51
256,2024-09-29,Mouse,Office Supplies,South,1939,244.0
257,2024-01-22,Keyboard,Office Supplies,West,1090,195.56
258,2024-06-09,Laptop,Technology,West,4266,1212.54
259,2024-07-26,Mouse,Office Supplies,North,3921,619.14
260,2024-11-12,Keyboard,Office Supplies,West,1907,496.32
261,2024-02-24,Keyboard,Office Supplies,South,1221,228.75
262,2024-07-21,Mouse,Office Supplies,East,3780,774.12
263,2024-03-27,Keyboard,Office Supplies,North,2315,385.71
264,2024-06-27,Phone,Technology,East,4846,978.85
265,2024-05-11,Tablet,Technology,South,2435,293.57
266,2024-12-01,Tablet,Technology,North,1752,441.58
267,2024-10-15,Tablet,Technology,West,4547,876.62
268,2024-02-04,Keyboard,Office Supplies,West,3089,402.16
269,2024-10-29,Headphones,Technology,North,2980,772.61
270,2024-08-24,Keyboard,Office Supplies,West,4656,534.69
271,2024-05-26,Laptop,Technology,North,966,167.84
272,2024-10-24,Phone,Technology,North,4653,823.1
273,2024-08-31,Headphones,Technology,South,2042,335.51
274,2024-06-24,Laptop,Technology,North,4190,505.73
275,2024-08-12,Tablet,Technology,West,820,122.63
276,2024-05-24,Tablet,Technology,West,3481,607.68
277,2024-01-27,Mouse,Office Supplies,East,3271,771.23
278,2024-12-13,Phone,Technology,West,3200,380.48
279,2024-12-02,Monitor,Technology,South,2564,627.53
280,2024-03-13,Keyboard,Office Supplies,East,1167,252.71
281,2024-12-28,Monitor,Technology,North,3710,466.68
282,2024-06-17,Monitor,Technology,South,3585,819.88
283,2024-01-10,Phone,Technology,East,3968,800.34
284,2024-06-23,Monitor,Technology,West,1976,573.5
285,2024-03-20,Printer,Office Supplies,North,2355,706.49
286,2024-10-03,Monitor,Technology,North,1328,267.64
287,2024-03-19,Keyboard,Office Supplies,South,1573,345.19
288,2024-01-23,Tablet,Technology,West,1856,453.3
289,2024-11-08,Keyboard,Office Supplies,East,2445,718.63
290,2024-06-07,Headphones,Technology,West,2416,499.63
291,2024-10-19,Printer,Office Supplies,West,3513,827.88
292,2024-09-14,Headphones,Technology,West,2808,717.79
293,2024-03-11,Tablet,Technology,East,2135,555.64
294,2024-10-10,Laptop,Technology,North,4436,1219.12
295,2024-03-23,Phone,Technology,East,2835,331.06
296,2024-08-11,Headphones,Technology,North,4705,609.16
297,2024-01-14,Printer,Office Supplies,West,4195,1161.7
298,2024-04-30,Laptop,Technology,West,3747,750.9
299,2024-06-12,Phone,Technology,North,3571,517.47
300,2024-05-26,Keyboard,Office Supplies,West,1696,216.27
301,2024-01-03,Tablet,Technology,North,4342,823.77
302,2024-03-17,Laptop,Technology,West,2596,371.57
303,2024-03-03,Phone,Technology,North,2860,421.93
304,2024-11-14,Printer,Office Supplies,West,3939,897.27
305,2024-09-12,Phone,Technology,North,1408,376.41
306,2024-01-01,Printer,Office Supplies,East,1676,265.23
307,2024-12-08,Printer,Office Supplies,North,3912,537.75
308,2024-10-05,Keyboard,Office Supplies,North,1054,306.38
309,2024-07-17,Mouse,Office Supplies,East,4351,472.98
310,2024-02-04,Monitor,Technology,East,633,108.51
311,2024-06-19,Printer,Office Supplies,South,1349,343.05
312,2024-11-25,Laptop,Technology,South,3386,708.36
313,2024-03-10,Headphones,Technology,North,4420,1000.45
314,2024-01-23,Headphones,Technology,South,802,127.27
315,2024-09-20,Laptop,Technology,West,3085,884.39
316,2024-11-27,Headphones,Technology,South,2575,276.36
317,2024-01-25,Monitor,Technology,East,3424,932.79
318,2024-08-11,Monitor,Technology,West,1519,394.74
319,2024-04-05,Headphones,Technology,West,3667,615.35
320,2024-09-22,Headphones,Technology,East,3509,999.58
321,2024-11-04,Phone,Technology,South,3977,460.48
322,2024-06-16,Monitor,Technology,East,3131,377.35
323,2024-08-06,Monitor,Technology,South,4152,915.62
324,2024-06-29,Headphones,Technology,West,3379,640.07
325,2024-11-22,Monitor,Technology,West,969,111.44
326,2024-12-13,Keyboard,Office Supplies,South,4703,1223.81
327,2024-12-13,Laptop,Technology,West,1669,450.19
328,2024-11-26,Laptop,Technology,East,1534,174.03
329,2024-01-17,Keyboard,Office Supplies,South,3636,1054.05
330,2024-02-09,Headphones,Technology,South,3538,617.04
331,2024-05-22,Keyboard,Office Supplies,South,3760,612.42
332,2024-09-12,Phone,Technology,West,712,175.96
333,2024-12-26,Phone,Technology,West,2644,674.2
334,2024-09-08,Printer,Office Supplies,South,2839,677.94
335,2024-08-19,Phone,Technology,South,1611,435.88
336,2024-06-12,Headphones,Technology,East,1219,319.5
337,2024-06-02,Phone,Technology,South,4941,781.04
338,2024-03-03,Tablet,Technology,South,3461,698.26
339,2024-01-14,Tablet,Technology,East,2439,629.44
340,2024-10-09,Keyboard,Office Supplies,South,4328,1128.45
341,2024-09-02,Phone,Technology,West,1038,168.01
342,2024-06-11,Mouse,Office Supplies,North,1104,138.07
343,2024-06-25,Headphones,Technology,South,4316,1018.67
344,2024-01-29,Tablet,Technology,North,1557,290.42
345,2024-06-14,Tablet,Technology,South,2991,397.6
346,2024-02-10,Keyboard,Office Supplies,East,4750,1325.18
347,2024-06-04,Printer,Office Supplies,North,2748,343.59
348,2024-11-15,Tablet,Technology,East,1763,236.67
349,2024-11-24,Laptop,Technology,East,732,85.09
350,2024-01-16,Printer,Office Supplies,West,3912,874.81
351,2024-12-16,Monitor,Technology,West,2974,584.66
352,2024-01-31,Monitor,Technology,South,4215,483.02
353,2024-04-14,Headphones,Technology,East,3904,768.5
354,2024-06-12,Tablet,Technology,East,3060,833.23
355,2024-09-20,Mouse,Office Supplies,North,1571,396.1
356,2024-05-16,Keyboard,Office Supplies,West,2480,479.37
357,2024-05-28,Printer,Office Supplies,West,1654,197.43
358,2024-03-22,Mouse,Office Supplies,East,2533,741.0
359,2024-09-12,Keyboard,Office Supplies,West,2055,519.14
360,2024-02-16,Headphones,Technology,West,3027,603.81
361,2024-06-29,Headphones,Technology,North,2472,353.57
362,2024-11-30,Laptop,Technology,West,2804,557.94
363,2024-02-25,Monitor,Technology,West,4896,497.61
364,2024-07-25,Tablet,Technology,East,2666,654.51
365,2024-10-14,Laptop,Technology,South,3781,416.79
366,2024-09-15,Keyboard,Office Supplies,West,2864,328.52
367,2024-02-19,Monitor,Technology,West,1473,185.2
368,2024-07-06,Keyboard,Office Supplies,South,3277,693.3
369,2024-01-21,Printer,Office Supplies,North,4670,841.9
370,2024-08-30,Laptop,Technology,West,1622,393.69
371,2024-11-09,Tablet,Technology,East,4723,604.34
372,2024-06-02,Tablet,Technology,East,3719,1108.72
373,2024-01-09,Headphones,Technology,East,2955,576.16
374,2024-10-25,Keyboard,Office Supplies,East,1397,413.48
375,2024-12-01,Laptop,Technology,South,4387,671.68
376,2024-11-18,Laptop,Technology,West,4435,594.74
377,2024-12-24,Tablet,Technology,North,2484,264.08
378,2024-08-02,Printer,Office Supplies,South,655,123.28
379,2024-11-09,Mouse,Office Supplies,West,2170,395.1
380,2024-10-14,Laptop,Technology,East,1631,332.29
381,2024-03-29,Headphones,Technology,West,4804,842.45
382,2024-12-14,Keyboard,Office Supplies,East,4975,850.02
383,2024-05-22,Headphones,Technology,East,2075,604.8
384,2024-12-26,Printer,Office Supplies,South,2938,746.94
385,2024-10-13,Headphones,Technology,East,3097,606.89
386,2024-10-05,Monitor,Technology,West,1498,321.61
387,2024-03-15,Mouse,Office Supplies,East,3327,967.9
388,2024-02-10,Laptop,Technology,East,2856,831.28
389,2024-04-19,Headphones,Technology,South,2600,648.62
390,2024-11-11,Monitor,Technology,South,2725,347.31
391,2024-09-28,Printer,Office Supplies,South,915,214.08
392,2024-06-18,Printer,Office Supplies,West,930,111.64
393,2024-10-08,Phone,Technology,South,1626,164.29
394,2024-04-12,Mouse,Office Supplies,East,4396,859.37
395,2024-02-15,Keyboard,Office Supplies,South,2838,650.41
396,2024-03-31,Laptop,Technology,North,1934,355.04
397,2024-05-28,Mouse,Office Supplies,North,4558,625.64
398,2024-02-24,Laptop,Technology,East,2944,628.82
399,2024-10-05,Monitor,Technology,West,4222,1257.4
400,2024-04-08,Tablet,Technology,North,4630,896.39
401,2024-11-27,Keyboard,Office Supplies,East,1831,450.84
402,2024-05-31,Tablet,Technology,South,615,152.1
403,2024-09-20,Tablet,Technology,East,3821,1014.09
404,2024-04-04,Phone,Technology,South,3783,884.66
405,2024-01-04,Headphones,Technology,East,3150,904.57
406,2024-05-16,Mouse,Office Supplies,East,2429,459.92
407,2024-07-03,Monitor,Technology,South,593,90.32
408,2024-03-22,Laptop,Technology,West,1468,283.44
409,2024-05-31,Monitor,Technology,East,1461,332.73
410,2024-09-01,Printer,Office Supplies,South,2295,668.93
411,2024-10-08,Headphones,Technology,West,3560,652.08
412,2024-11-01,Printer,Office Supplies,North,2527,596.54
413,2024-02-09,Headphones,Technology,North,4826,1161.88
414,2024-04-13,Laptop,Technology,South,4986,1398.96
415,2024-08-14,Tablet,Technology,North,3187,863.35
416,2024-09-18,Printer,Office Supplies,West,4504,532.32
417,2024-07-31,Laptop,Technology,West,4214,532.6
418,2024-06-06,Laptop,Technology,North,4287,1005.53
419,2024-04-21,Mouse,Office Supplies,North,2584,680.34
420,2024-02-02,Laptop,Technology,North,3970,670.56
421,2024-07-28,Phone,Technology,South,4367,464.42
422,2024-07-14,Tablet,Technology,West,3943,689.6
423,2024-12-04,Mouse,Office Supplies,South,3577,415.11
424,2024-10-02,Keyboard,Office Supplies,West,1471,199.61
425,2024-01-12,Tablet,Technology,East,2324,620.43
426,2024-07-13,Headphones,Technology,South,4960,916.74
427,2024-05-21,Printer,Office Supplies,South,4273,723.13
428,2024-08-02,Phone,Technology,North,763,199.83
429,2024-10-31,Printer,Office Supplies,North,2188,248.25
430,2024-01-23,Headphones,Technology,West,898,133.75
431,2024-01-29,Headphones,Technology,South,2419,503.04
432,2024-10-21,Monitor,Technology,East,2418,636.31
433,2024-03-14,Keyboard,Office Supplies,South,2440,391.26
434,2024-10-12,Mouse,Office Supplies,South,2961,459.05
435,2024-06-25,Mouse,Office Supplies,West,4560,498.76
436,2024-06-02,Keyboard,Office Supplies,West,3910,710.26
437,2024-04-25,Tablet,Technology,East,4906,955.22
438,2024-10-14,Tablet,Technology,West,4293,1214.7
439,2024-05-04,Mouse,Office Supplies,East,4841,613.93
440,2024-08-18,Printer,Office Supplies,East,3205,735.04
441,2024-04-07,Phone,Technology,North,4887,1196.91
442,2024-11-04,Monitor,Technology,North,3589,842.46
443,2024-10-27,Phone,Technology,South,2041,532.56
444,2024-06-19,Headphones,Technology,East,2211,605.58
445,2024-03-01,Laptop,Technology,West,2235,642.41
446,2024-05-02,Printer,Office Supplies,East,2175,390.03
447,2024-11-28,Monitor,Technology,East,3618,699.18
448,2024-09-11,Monitor,Technology,West,2642,454.24
449,2024-06-12,Phone,Technology,South,4346,1096.61
450,2024-10-15,Keyboard,Office Supplies,South,3063,559.87
451,2024-10-26,Tablet,Technology,West,632,96.16
452,2024-04-27,Monitor,Technology,West,1748,243.39
453,2024-12-16,Printer,Office Supplies,East,4590,964.49
454,2024-11-24,Monitor,Technology,West,4502,1320.44
455,2024-06-29,Headphones,Technology,South,1878,463.03
456,2024-10-04,Tablet,Technology,North,4977,983.77
457,2024-12-08,Laptop,Technology,North,1108,320.25
458,2024-11-18,Laptop,Technology,South,3878,494.44
459,2024-09-15,Phone,Technology,West,1737,176.88
460,2024-12-07,Keyboard,Office Supplies,West,995,222.45
461,2024-10-09,Headphones,Technology,West,628,63.63
462,2024-05-20,Laptop,Technology,East,637,131.15
463,2024-12-11,Laptop,Technology,West,4614,1211.78
464,2024-09-25,Tablet,Technology,South,1376,390.25
465,2024-05-09,Printer,Office Supplies,East,2072,464.04
466,2024-07-26,Monitor,Technology,West,3751,434.38
467,2024-02-11,Printer,Office Supplies,North,2350,375.99
468,2024-10-09,Phone,Technology,West,3820,671.76
469,2024-02-12,Laptop,Technology,West,577,138.81
470,2024-02-18,Mouse,Office Supplies,North,3213,684.92
471,2024-12-20,Printer,Office Supplies,West,2231,625.25
472,2024-12-16,Monitor,Technology,East,881,250.94
473,2024-06-10,Laptop,Technology,North,1969,562.65
474,2024-12-30,Printer,Office Supplies,West,1681,421.01
475,2024-05-03,Phone,Technology,West,2951,390.98
476,2024-03-12,Keyboard,Office Supplies,North,3644,915.09
477,2024-04-28,Keyboard,Office Supplies,North,939,112.25
478,2024-06-16,Keyboard,Office Supplies,North,3749,1101.4
479,2024-07-01,Monitor,Technology,West,4190,830.13
480,2024-12-04,Mouse,Office Supplies,West,2021,476.83
481,2024-02-07,Phone,Technology,North,2919,757.8
482,2024-11-20,Monitor,Technology,South,1763,310.29
483,2024-02-16,Mouse,Office Supplies,North,3094,532.6
484,2024-05-18,Monitor,Technology,North,4143,712.53
485,2024-08-17,Tablet,Technology,West,1215,167.04
486,2024-10-10,Phone,Technology,North,715,84.32
487,2024-07-30,Keyboard,Office Supplies,West,3655,374.52
488,2024-03-27,Phone,Technology,West,2488,533.41
489,2024-05-17,Tablet,Technology,West,1637,251.74
490,2024-05-21,Tablet,Technology,West,1018,135.84
491,2024-07-03,Monitor,Technology,East,4466,1145.68
492,2024-04-10,Printer,Office Supplies,West,4561,997.77
493,2024-07-21,Phone,Technology,East,1609,258.94
494,2024-08-08,Mouse,Office Supplies,South,3199,601.55
495,2024-12-21,Monitor,Technology,South,3126,689.73
496,2024-07-22,Headphones,Technology,East,3073,416.48
497,2024-05-04,Monitor,Technology,East,4522,1327.44
498,2024-07-20,Mouse,Office Supplies,East,2796,736.18
499,2024-10-06,Phone,Technology,South,2136,466.6
500,2024-04-17,Laptop,Technology,West,4281,1235.48
